title,location,area_bucket,property_type,price,bedrooms,bathrooms,added_date,updated_date,month_posted,state,price_category
Land for sale,"Maitama 2, Maitama District, Abuja",Maitama,Land,130000000,,,21/02/2026,23/02/2026,2026-02,Abuja,Low
Land for sale,"Apo Tafyi, Apo, Abuja",Apo,Land,2300000000,,,21/02/2026,23/02/2026,2026-02,Abuja,High
12 bedroom flat / apartment for sale,"Sun City, Galadimawa, Abuja",Galadimawa,Flat,370000000,12,,21/02/2026,21/02/2026,2026-02,Abuja,High
4 bedroom semi-detached duplex for sale,"Katampe Extension, Katampe, Abuja",Katampe,Semi-Detached Duplex,800000000,4,5,15/10/2025,21/02/2026,2025-10,Abuja,High
5 bedroom detached duplex for sale,"Galadimawa, Galadimawa, Abuja",Galadimawa,Detached Duplex,350000000,5,,05/11/2025,11/01/2026,2025-11,Abuja,High
5 bedroom detached duplex for sale,"Katampe Extension, Katampe, Abuja",Katampe,Detached Duplex,650000000,5,,06/11/2025,21/02/2026,2025-11,Abuja,High
6 bedroom terraced duplex for sale,"Guzape District, Abuja",Guzape,Terraced Duplex,400000000,6,,24/11/2025,24/11/2025,2025-11,Abuja,High
3 bedroom flat / apartment for sale,"Katampe, Abuja",Katampe,Flat,130000000,3,4,17/01/2026,17/01/2026,2026-01,Abuja,Low
2 bedroom flat / apartment for sale,"Katampe, Abuja",Katampe,Flat,110000000,2,3,17/01/2026,17/01/2026,2026-01,Abuja,Low
4 bedroom terraced duplex for sale,"Dawaki, Gwarinpa, Abuja",Gwarinpa,Terraced Duplex,345000000,4,6,09/02/2026,09/02/2026,2026-02,Abuja,High
4 bedroom terraced duplex for sale,"Dawaki, Gwarinpa, Abuja",Gwarinpa,Terraced Duplex,270000000,4,5,20/02/2026,20/02/2026,2026-02,Abuja,High
4 bedroom house for sale,"Wuye, Abuja",Wuye,House,750000000,4,5,21/02/2026,21/02/2026,2026-02,Abuja,High
12 bedroom block of flats for sale,"Garki, Abuja",Garki,Block Of Flats,850000000,12,12,21/02/2026,21/02/2026,2026-02,Abuja,High
5 bedroom detached duplex for sale,"Kado, Abuja",Kado,Detached Duplex,800000000,5,5,19/02/2026,19/02/2026,2026-02,Abuja,High
Land for sale,"Maitama 2, Maitama District, Abuja",Maitama,Land,220000000,,,21/02/2026,21/02/2026,2026-02,Abuja,Low
Land for sale,"Resettlement Axis, Apo, Abuja",Apo,Land,120000000,,,21/02/2026,23/02/2026,2026-02,Abuja,Low
Residential land for sale,"Nnpc Axis, Guzape District, Abuja",Guzape,Land,2500000000,,,21/02/2026,21/02/2026,2026-02,Abuja,High
3 bedroom semi-detached duplex for sale,"Nut Road,oasis School Axis, Lugbe District, Abuja",Lugbe,Semi-Detached Duplex,40000000,3,4,21/02/2026,21/02/2026,2026-02,Abuja,Low
3 bedroom terraced duplex for sale,"Sunny Vale Estate, Dakwo, Abuja",Gaduwa Axis,Terraced Duplex,120000000,3,3,21/02/2026,21/02/2026,2026-02,Abuja,Low
4 bedroom terraced duplex for sale,"By Turkish Hospital, Mbora (Nbora), Abuja",Mbora,Terraced Duplex,150000000,4,4,21/02/2026,21/02/2026,2026-02,Abuja,Low
Residential land for sale,"Beside Safari Primary School, Kuje, Abuja",Kuje,Land,8300000,,,21/02/2026,22/02/2026,2026-02,Abuja,Low
5 bedroom detached duplex for sale,"By Riverpark, Lugbe District, Abuja",Lugbe,Detached Duplex,150000000,5,6,21/02/2026,23/02/2026,2026-02,Abuja,Low
Land for sale,"Karmo, Abuja",Karmo,Land,1700000000,,,21/02/2026,23/02/2026,2026-02,Abuja,High
Land for sale,"Wasa, Apo, Abuja",Apo,Land,6000000000,,,21/02/2026,21/02/2026,2026-02,Abuja,High
8 bedroom house for sale,"Lokogoma District, Abuja",Lokogoma,House,650000000,8,,21/02/2026,21/02/2026,2026-02,Abuja,High
Residential land for sale,"Maitama 2, Maitama District, Abuja",Maitama,Land,120000000,,,21/02/2026,23/02/2026,2026-02,Abuja,Low
3 bedroom flat / apartment for sale,"Maitama District, Abuja",Maitama,Flat,700000000,3,4,17/12/2025,22/02/2026,2025-12,Abuja,High
Residential land for sale,"Guzape District, Abuja",Guzape,Land,220000000,,,21/02/2026,22/02/2026,2026-02,Abuja,Low
4 bedroom house for sale,"By Jabi, Behind Firs Estate, Dakibiyu, Abuja",Gaduwa Axis,House,135000000,4,5,08/07/2024,06/02/2026,2024-07,Abuja,Low
1 bedroom house for sale,"Ibeto Hotel, Gudu, Abuja",Gaduwa Axis,House,50000000,1,2,14/01/2026,20/02/2026,2026-01,Abuja,Low
2 bedroom terraced duplex for sale,"Copa Cabana, Lokogoma District, Abuja",Lokogoma,Terraced Duplex,120000000,2,3,21/02/2026,21/02/2026,2026-02,Abuja,Low
5 bedroom detached duplex for sale,"Galadimawa, Abuja",Galadimawa,Detached Duplex,350000000,5,,21/02/2026,23/02/2026,2026-02,Abuja,High
Residential land for sale,"Lugbe District, Abuja",Lugbe,Land,25000000,,,21/02/2026,21/02/2026,2026-02,Abuja,Low
8 bedroom detached duplex for sale,"Asokoro District, Abuja",Asokoro,Detached Duplex,4500000000,8,9,24/06/2025,09/02/2026,2025-06,Abuja,High
24 bedroom terraced duplex for sale,"Guzape District, Abuja",Guzape,Terraced Duplex,3000000000,24,24,21/02/2026,21/02/2026,2026-02,Abuja,High
Residential land for sale,"Opposite Dafara Primary School, Kuje, Abuja",Kuje,Land,8300000,,,21/02/2026,23/02/2026,2026-02,Abuja,Low
6 bedroom detached duplex for sale,"Guzape District, Abuja",Guzape,Detached Duplex,1600000000,6,6,21/02/2026,21/02/2026,2026-02,Abuja,High
5 bedroom terraced duplex for sale,"Guzape District, Abuja",Guzape,Terraced Duplex,350000000,5,5,21/02/2026,21/02/2026,2026-02,Abuja,High
2 bedroom flat / apartment for sale,"Guzape Main, Guzape District, Abuja",Guzape,Flat,200000000,2,2,21/02/2026,21/02/2026,2026-02,Abuja,Low
4 bedroom semi-detached duplex for sale,"Guzape Main, Guzape District, Abuja",Guzape,Semi-Detached Duplex,500000000,4,4,21/02/2026,21/02/2026,2026-02,Abuja,High
4 bedroom detached bungalow for sale,"Sun City Estate, Galadimawa, Abuja",Galadimawa,Bungalow,200000000,4,5,20/02/2026,22/02/2026,2026-02,Abuja,Low
4 bedroom terraced duplex for sale,"Guzape District, Abuja",Guzape,Terraced Duplex,250000000,4,4,20/02/2026,20/02/2026,2026-02,Abuja,Low
Residential land for sale,"Off Idris Gidado Way, Wuye, Abuja",Wuye,Land,650000000,,,20/02/2026,20/02/2026,2026-02,Abuja,High
5 bedroom terraced duplex for sale,"By Zavvati Estate, Wuye, Abuja",Wuye,Terraced Duplex,300000000,5,,20/02/2026,22/02/2026,2026-02,Abuja,High
2 bedroom block of flats for sale,"Garki, Abuja",Garki,Block Of Flats,850000000,2,,20/02/2026,22/02/2026,2026-02,Abuja,High
Warehouse for sale,"Kubwa, Abuja",Kubwa,Commercial Property,700000000,,3,20/02/2026,20/02/2026,2026-02,Abuja,High
Residential land for sale,"By Shafa Filling, Mabushi, Abuja",Mabushi,Land,600000000,,,20/02/2026,23/02/2026,2026-02,Abuja,High
4 bedroom terraced duplex for sale,"Asokoro District, Abuja",Asokoro,Terraced Duplex,300000000,4,4,20/02/2026,20/02/2026,2026-02,Abuja,High
Residential land for sale,"Behind Victoria Gardens Estate, Mabushi, Abuja",Mabushi,Land,600000000,,,20/02/2026,23/02/2026,2026-02,Abuja,High
5 bedroom detached bungalow for sale,"Gudu, Abuja",Gaduwa Axis,Bungalow,300000000,5,6,20/02/2026,21/02/2026,2026-02,Abuja,High
3 bedroom block of flats for sale,"In A Nice Estate, Wuye, Abuja",Wuye,Block Of Flats,170000000,3,3,20/02/2026,21/02/2026,2026-02,Abuja,Low
Residential land for sale,"Lugbe District, Abuja",Lugbe,Land,60000000,,,20/02/2026,20/02/2026,2026-02,Abuja,Low
Commercial land for sale,"Kubwa, Abuja",Kubwa,Land,500000000,,,20/02/2026,20/02/2026,2026-02,Abuja,High
Commercial land for sale,"Off The New Maitama Gishiri Dual Way, Katampe (Main), Katampe, Abuja",Maitama,Land,1500000000,,,20/02/2026,23/02/2026,2026-02,Abuja,High
Residential land for sale,"Karsana East, Karsana, Abuja",Karsana,Land,28000000,,,02/02/2026,20/02/2026,2026-02,Abuja,Low
Residential land for sale,"Karsana East, Karsana, Abuja",Karsana,Land,40000000,,,02/02/2026,20/02/2026,2026-02,Abuja,Low
Residential land for sale,"Kubwa Expressway, Karsana East, Karsana, Abuja",Karsana,Land,80000000,,,02/02/2026,20/02/2026,2026-02,Abuja,Low
4 bedroom detached duplex for sale,"Lokogoma, Lokogoma District, Abuja",Lokogoma,Detached Duplex,250000000,4,,20/02/2026,22/02/2026,2026-02,Abuja,Low
4 bedroom terraced duplex for sale,"Karmo, Abuja",Karmo,Terraced Duplex,250000000,4,,20/02/2026,22/02/2026,2026-02,Abuja,Low
6 bedroom detached duplex for sale,"Faplins Estate, Lokogoma District, Abuja",Lokogoma,Detached Duplex,550000000,6,,07/02/2026,20/02/2026,2026-02,Abuja,High
Residential land for sale,"Visa Residence Estate, Wuye, Abuja",Wuye,Land,150000000,,,20/02/2026,20/02/2026,2026-02,Abuja,Low
6 bedroom detached duplex for sale,"Gwarinpa, Abuja",Gwarinpa,Detached Duplex,450000000,6,,20/02/2026,23/02/2026,2026-02,Abuja,High
Residential land for sale,"Milton City Estate, Karsana, Abuja",Karsana,Land,30000000,,,20/02/2026,20/02/2026,2026-02,Abuja,Low
4 bedroom flat / apartment for sale,"Off Oladipo Diya Way, Gaduwa, Abuja",Gaduwa Axis,Flat,200000000,4,3,03/04/2024,23/02/2026,2024-04,Abuja,Low
3 bedroom flat / apartment for sale,"Off Oladipo Diya Road, Gaduwa, Abuja",Gaduwa Axis,Flat,185000000,3,3,31/07/2024,04/02/2026,2024-07,Abuja,Low
3 bedroom house for sale,"Katampe Extension, Katampe, Abuja",Katampe,House,375000000,3,3,20/02/2026,20/02/2026,2026-02,Abuja,High
Mixed-use land for sale,"Pearl Estate Opposite African Medical Center, Zone B, Apo, Abuja",Apo,Land,20000000,,,20/02/2026,20/02/2026,2026-02,Abuja,Low
4 bedroom terraced duplex for sale,"Life Camp, Abuja",Life Camp,Terraced Duplex,230000000,4,4,20/02/2026,22/02/2026,2026-02,Abuja,Low
Residential land for sale,"Kaura, Abuja",Kaura,Land,60000000,,,20/02/2026,23/02/2026,2026-02,Abuja,Low
Residential land for sale,"Lugbe District, Abuja",Lugbe,Land,40000000,,,20/02/2026,23/02/2026,2026-02,Abuja,Low
Residential land for sale,"Sabogida, Life Camp, Abuja",Life Camp,Land,50000000,,,20/02/2026,23/02/2026,2026-02,Abuja,Low
Residential land for sale,"FO1 Layout, Kubwa, Abuja",Kubwa,Land,12000000,,,20/02/2026,23/02/2026,2026-02,Abuja,Low
Mixed-use land for sale,"Hutu Polo Golf Resort Estate, Sabon Lugbe, Lugbe District, Abuja",Lugbe,Land,15552000,,,20/02/2026,20/02/2026,2026-02,Abuja,Low
4 bedroom terraced duplex for sale,"Jahi, Abuja",Jahi,Terraced Duplex,470000000,4,4,20/02/2026,22/02/2026,2026-02,Abuja,High
5 bedroom detached duplex for sale,"4th Avenue, Gwarinpa, Abuja",Gwarinpa,Detached Duplex,580000000,5,,20/02/2026,21/02/2026,2026-02,Abuja,High
Residential land for sale,"News Engineering Axis, Dawaki, Gwarinpa, Abuja",Gwarinpa,Land,85000000,,,20/02/2026,21/02/2026,2026-02,Abuja,Low
3 bedroom block of flats for sale,"News Engineering Axis, Dawaki, Gwarinpa, Abuja",Gwarinpa,Block Of Flats,120000000,3,,20/02/2026,21/02/2026,2026-02,Abuja,Low
Residential land for sale,"Katampe (Main), Katampe, Abuja",Katampe,Land,10000000000,,,20/02/2026,21/02/2026,2026-02,Abuja,High
4 bedroom detached bungalow for sale,"Karsana, Abuja",Karsana,Bungalow,175000000,4,5,22/01/2026,21/02/2026,2026-01,Abuja,Low
4 bedroom flat / apartment for sale,"Wuye, Abuja",Wuye,Flat,155000000,4,5,20/02/2026,22/02/2026,2026-02,Abuja,Low
4 bedroom semi-detached duplex for sale,"Katampe (Main), Katampe, Abuja",Katampe,Semi-Detached Duplex,530000000,4,,11/02/2026,11/02/2026,2026-02,Abuja,High
4 bedroom terraced duplex for sale,"Katampe (Main), Katampe, Abuja",Katampe,Terraced Duplex,500000000,4,,11/02/2026,11/02/2026,2026-02,Abuja,High
3 bedroom block of flats for sale,"Jahi, Abuja",Jahi,Block Of Flats,170000000,3,4,20/02/2026,20/02/2026,2026-02,Abuja,Low
5 bedroom detached duplex for sale,"Sun City Estate, Galadimawa, Abuja",Galadimawa,Detached Duplex,350000000,5,5,20/02/2026,20/02/2026,2026-02,Abuja,High
Residential land for sale,"Wuye, Abuja",Wuye,Land,1000000000,,,23/07/2025,10/02/2026,2025-07,Abuja,High
Commercial land for sale,"Wumba, Abuja",Gaduwa Axis,Land,4600000000,,,19/09/2025,27/12/2025,2025-09,Abuja,High
4 bedroom detached duplex for sale,"Apo, Abuja",Apo,Detached Duplex,370000000,4,5,20/02/2026,20/02/2026,2026-02,Abuja,High
7 bedroom detached duplex for sale,"Efab Metropolis Estate, Karsana, Abuja",Karsana,Detached Duplex,550000000,7,7,13/02/2026,14/02/2026,2026-02,Abuja,High
5 bedroom detached duplex for sale,"By Lokogoma Junction, Lokogoma District, Abuja",Lokogoma,Detached Duplex,350000000,5,6,20/02/2026,20/02/2026,2026-02,Abuja,High
Residential land for sale,"Lugbe District, Abuja",Lugbe,Land,12000000,,,20/02/2026,20/02/2026,2026-02,Abuja,Low
4 bedroom detached duplex for sale,"Lugbe District, Abuja",Lugbe,Detached Duplex,21000000,4,4,20/02/2026,23/02/2026,2026-02,Abuja,Low
3 bedroom block of flats for sale,"Very Close To Paradise Estate/ Obachi Home, Karsana, Abuja",Karsana,Block Of Flats,60000000,3,3,26/01/2026,21/02/2026,2026-01,Abuja,Low
4 bedroom terraced duplex for sale,"Karsana, Abuja",Karsana,Terraced Duplex,100000000,4,4,17/02/2026,21/02/2026,2026-02,Abuja,Low
3 bedroom block of flats for sale,"Very Close To Jabi Airport Junction, Life Camp, Abuja",Life Camp,Block Of Flats,80000000,3,3,15/01/2026,21/02/2026,2026-01,Abuja,Low
5 bedroom detached duplex for sale,"Karsana, Abuja",Karsana,Detached Duplex,150000000,5,5,11/12/2025,21/02/2026,2025-12,Abuja,Low
5 bedroom terraced duplex for sale,"Close To Jabi Airport Junction Life Camp, Life Camp, Abuja",Life Camp,Terraced Duplex,150000000,5,6,11/12/2025,21/02/2026,2025-12,Abuja,Low
2 bedroom block of flats for sale,"2 Minutes From Mobil Petrol Station, Mabushi, Abuja",Mabushi,Block Of Flats,180000000,2,3,20/02/2026,22/02/2026,2026-02,Abuja,Low
4 bedroom detached duplex for sale,"Maitama District, Abuja",Maitama,Detached Duplex,1500000000,4,4,15/02/2026,15/02/2026,2026-02,Abuja,High
4 bedroom terraced duplex for sale,"Dawaki, Gwarinpa, Abuja",Gwarinpa,Terraced Duplex,350000000,4,4,18/02/2026,18/02/2026,2026-02,Abuja,High
5 bedroom terraced duplex for sale,"Kado, Abuja",Kado,Terraced Duplex,450000000,5,5,18/02/2026,18/02/2026,2026-02,Abuja,High
3 bedroom semi-detached duplex for sale,"Life Camp, Abuja",Life Camp,Semi-Detached Duplex,220000000,3,3,18/02/2026,18/02/2026,2026-02,Abuja,Low
4 bedroom detached duplex for sale,"Kaura, Abuja",Kaura,Detached Duplex,350000000,4,4,19/02/2026,19/02/2026,2026-02,Abuja,High
Residential land for sale,"Close To H Medix, Guzape Main, Guzape District, Abuja",Guzape,Land,220000000,,,07/02/2025,22/02/2026,2025-02,Abuja,Low
5 bedroom terraced duplex for sale,"Road 2 Associated Estate Near Nizamiye Hospital, Mbora (Nbora), Abuja",Mbora,Terraced Duplex,220000000,5,5,12/02/2026,23/02/2026,2026-02,Abuja,Low
3 bedroom semi-detached bungalow for sale,"By Maxcare, Lokogoma District, Abuja",Lokogoma,Bungalow,115000000,3,4,20/02/2026,23/02/2026,2026-02,Abuja,Low
5 bedroom detached duplex for sale,"Lokogoma District, Abuja",Lokogoma,Detached Duplex,250000000,5,4,20/02/2026,22/02/2026,2026-02,Abuja,Low
Residential land for sale,"Katampe, Abuja",Katampe,Land,3500000000,,,20/02/2026,20/02/2026,2026-02,Abuja,High
3 bedroom flat / apartment for sale,"By Max Care, Lokogoma District, Abuja",Lokogoma,Flat,120000000,3,,20/02/2026,22/02/2026,2026-02,Abuja,Low
5 bedroom terraced duplex for sale,"Katampe Extension, Katampe, Abuja",Katampe,Terraced Duplex,320000000,5,,16/02/2026,23/02/2026,2026-02,Abuja,High
4 bedroom detached duplex for sale,"By Sunnyvale, Lokogoma District, Abuja",Lokogoma,Detached Duplex,465000000,4,4,16/02/2026,16/02/2026,2026-02,Abuja,High
4 bedroom detached duplex for sale,"Navy Estate, Karshi, Abuja",Karu Axis,Detached Duplex,180000000,4,5,12/02/2026,13/02/2026,2026-02,Abuja,Low
2 bedroom flat / apartment for sale,"Dawaki, Dawaki, Gwarinpa, Abuja",Gwarinpa,Flat,65000000,2,2,17/02/2026,17/02/2026,2026-02,Abuja,Low
2 bedroom terraced duplex for sale,"Kubwa, Abuja",Kubwa,Terraced Duplex,75000000,2,2,18/02/2026,18/02/2026,2026-02,Abuja,Low
Plaza / complex / mall for sale,"By Development Control Office, Zone 6, Wuse, Abuja",Wuse,Commercial Property,12000000000,,,06/08/2025,20/02/2026,2025-08,Abuja,High
4 bedroom terraced duplex for sale,"Gwarinpa, Abuja",Gwarinpa,Terraced Duplex,140000000,4,4,11/12/2025,20/02/2026,2025-12,Abuja,Low
4 bedroom terraced duplex for sale,"Kaura, Abuja",Kaura,Terraced Duplex,280000000,4,4,19/02/2026,19/02/2026,2026-02,Abuja,High
5 bedroom detached duplex for sale,"Life Camp, Abuja",Life Camp,Detached Duplex,300000000,5,5,18/02/2026,18/02/2026,2026-02,Abuja,High
4 bedroom detached duplex for sale,"Gwarinpa, Abuja",Gwarinpa,Detached Duplex,480000000,4,4,18/02/2026,21/02/2026,2026-02,Abuja,High
4 bedroom detached duplex for sale,"Life Camp, Abuja",Life Camp,Detached Duplex,480000000,4,4,19/02/2026,19/02/2026,2026-02,Abuja,High
4 bedroom detached duplex for sale,"Karsana, Abuja",Karsana,Detached Duplex,650000000,4,4,19/02/2026,19/02/2026,2026-02,Abuja,High
5 bedroom detached duplex for sale,"Karsana, Abuja",Karsana,Detached Duplex,370000000,5,5,19/02/2026,19/02/2026,2026-02,Abuja,High
5 bedroom detached duplex for sale,"Lokogoma District, Abuja",Lokogoma,Detached Duplex,180000000,5,,20/02/2026,23/02/2026,2026-02,Abuja,Low
Land for sale,"Wuse 2, Abuja",Wuse,Land,2000000000,,,18/01/2026,21/02/2026,2026-01,Abuja,High
Residential land for sale,"Nnpc Estate, Gaduwa, Abuja",Gaduwa Axis,Land,145000000,,,21/11/2025,22/02/2026,2025-11,Abuja,Low
5 bedroom detached duplex for sale,"Along Sunnyvale Road, Dakwo, Abuja",Gaduwa Axis,Detached Duplex,600000000,5,5,20/02/2026,20/02/2026,2026-02,Abuja,High
4 bedroom detached duplex for sale,"Maitama District, Abuja",Maitama,Detached Duplex,1500000000,4,5,20/02/2026,20/02/2026,2026-02,Abuja,High
4 bedroom terraced duplex for sale,"Maitama District, Abuja",Maitama,Terraced Duplex,900000000,4,5,20/02/2026,20/02/2026,2026-02,Abuja,High
7 bedroom detached duplex for sale,"Efab Metropolis Estate, Gwarinpa, Abuja",Gwarinpa,Detached Duplex,550000000,7,8,16/09/2025,09/02/2026,2025-09,Abuja,High
5 bedroom house for sale,"Life Camp, Abuja",Life Camp,House,550000000,5,,20/02/2026,22/02/2026,2026-02,Abuja,High
5 bedroom detached duplex for sale,"Lokogoma District, Abuja",Lokogoma,Detached Duplex,475000000,5,6,19/02/2026,19/02/2026,2026-02,Abuja,High
Residential land for sale,"Lifecamp Junction, Life Camp, Abuja",Life Camp,Land,250000000,,,19/02/2026,21/02/2026,2026-02,Abuja,Low
4 bedroom semi-detached duplex for sale,"Idu Industrial, Abuja",Idu,Semi-Detached Duplex,200000000,4,5,18/07/2024,19/02/2026,2024-07,Abuja,Low
5 bedroom detached duplex for sale,"Gwarinpa, Abuja",Gwarinpa,Detached Duplex,400000000,5,,19/02/2026,19/02/2026,2026-02,Abuja,High
4 bedroom terraced duplex for sale,"Dape, Abuja",Dape,Terraced Duplex,470000000,4,4,15/11/2025,17/02/2026,2025-11,Abuja,High
Commercial land for sale,"Jabi- Airport Road, Institution and Research, Abuja",Lugbe,Land,6500000000,,,08/11/2024,17/02/2026,2024-11,Abuja,High
5 bedroom detached duplex for sale,"Guzape District, Abuja",Guzape,Detached Duplex,600000000,5,6,27/08/2025,15/02/2026,2025-08,Abuja,High
4 bedroom detached duplex for sale,"Life Camp, Abuja",Life Camp,Detached Duplex,450000000,4,4,16/02/2026,16/02/2026,2026-02,Abuja,High
18 bedroom flat / apartment for sale,"Katampe (Main), Katampe, Abuja",Katampe,Flat,1000000000,18,18,18/02/2026,19/02/2026,2026-02,Abuja,High
4 bedroom terraced duplex for sale,"Paradise 1 Estate Axis, Life Camp, Abuja",Life Camp,Terraced Duplex,170000000,4,5,19/02/2026,19/02/2026,2026-02,Abuja,Low
4 bedroom terraced duplex for sale,"Before Paradise Estate 1, Life Camp, Abuja",Life Camp,Terraced Duplex,170000000,4,5,19/02/2026,19/02/2026,2026-02,Abuja,Low
5 bedroom semi-detached duplex for sale,"Guzape Main, Guzape District, Abuja",Guzape,Semi-Detached Duplex,1600000000,5,5,19/02/2026,19/02/2026,2026-02,Abuja,High
5 bedroom detached duplex for sale,"Katampe Extension, Katampe, Abuja",Katampe,Detached Duplex,1100000000,5,6,19/02/2026,19/02/2026,2026-02,Abuja,High
Residential land for sale,"By Maitama Bridge, Katampe, Abuja",Maitama,Land,100000000,,,19/10/2025,19/02/2026,2025-10,Abuja,Low
5 bedroom detached duplex for sale,"Bridge Garnet, Galadimawa, Abuja",Galadimawa,Detached Duplex,500000000,5,5,19/02/2026,19/02/2026,2026-02,Abuja,High
Residential land for sale,"Karmo, Abuja",Karmo,Land,200000000,,,19/01/2026,19/02/2026,2026-01,Abuja,Low
Residential land for sale,"Jabi, Dakibiyu, Abuja",Gaduwa Axis,Land,500000000,,,26/01/2026,19/02/2026,2026-01,Abuja,High
4 bedroom semi-detached duplex for sale,"Apo-dutse By Cedarcrest Hospital, Apo, Abuja",Apo,Semi-Detached Duplex,185000000,4,4,19/02/2026,19/02/2026,2026-02,Abuja,Low
Factory for sale,"Airport Road, Lugbe District, Abuja",Lugbe,Commercial Property,10000000000,,,16/01/2026,19/02/2026,2026-01,Abuja,High
